Campaign ID,Campaign,Audience segment,Cost,Impr.,Clicks
23247963255,HR_OTH_WM_HR_25_Q4_WashTower-WM_WashTower-YT_lg.com/hr/lg-washtower_awareness_20251030-0003_google-ads_YT_PRO_CPM_IMP_PRO,Home & Garden,1019.46,598612.0,263.0
23247963255,HR_OTH_WM_HR_25_Q4_WashTower-WM_WashTower-YT_lg.com/hr/lg-washtower_awareness_20251030-0003_google-ads_YT_PRO_CPM_IMP_PRO,Home & Garden › Home Appliances › Washers & Dryers,672.99,416541.0,200.0
23247963255,HR_OTH_WM_HR_25_Q4_WashTower-WM_WashTower-YT_lg.com/hr/lg-washtower_awareness_20251030-0003_google-ads_YT_PRO_CPM_IMP_PRO,Home Renovation,251.86,188248.0,149.0
23247963255,HR_OTH_WM_HR_25_Q4_WashTower-WM_WashTower-YT_lg.com/hr/lg-washtower_awareness_20251030-0003_google-ads_YT_PRO_CPM_IMP_PRO,Home-ownership Status › Homeowners,150.54,136484.0,60.0
23247963255,HR_OTH_WM_HR_25_Q4_WashTower-WM_WashTower-YT_lg.com/hr/lg-washtower_awareness_20251030-0003_google-ads_YT_PRO_CPM_IMP_PRO,Home & Garden › Do-It-Yourselfers,125.01,86246.0,37.0
23247963255,HR_OTH_WM_HR_25_Q4_WashTower-WM_WashTower-YT_lg.com/hr/lg-washtower_awareness_20251030-0003_google-ads_YT_PRO_CPM_IMP_PRO,Washing Machines,1.78,1212.0,1.0
23247963255,HR_OTH_WM_HR_25_Q4_WashTower-WM_WashTower-YT_lg.com/hr/lg-washtower_awareness_20251030-0003_google-ads_YT_PRO_CPM_IMP_PRO,Clothes Dryers,0.03,17.0,0.0
23247963255,HR_OTH_WM_HR_25_Q4_WashTower-WM_WashTower-YT_lg.com/hr/lg-washtower_awareness_20251030-0003_google-ads_YT_PRO_CPM_IMP_PRO,Tumble Dryers,0.27,166.0,0.0
22779402381,Cupra Formentor Jul - Aug 2025 (DG) - CPC,Cars and Vehicles,1503.27,4046860.0,76906.0
22359572836,Cupra Formentor PHEV - Mar-Apr 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (New),2025.37,3305420.0,69732.0
22536061637,Cupra Formentor PHEV II - May 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (New),1834.21,2882390.0,60445.0
22586352378,Cupra Formentor PHEV - May - Jun 2025 (DG) - CPC,Cars and Vehicles,1478.37,2801239.0,53340.0
22414635975,Volkswagen Tayron - April/May 2025 (DG) - CPC,Cars and Vehicles,1487.49,3744763.0,48931.0
23200358572,Volkswagen Zupčasti remen Oct - Dec 2025 (DG) - CPC,Cars and Vehicles,1460.65,2595335.0,43132.0
22666305736,HR_OTH_HH_HR_25_Q2_Therma-V-CAC_Therma-V-DG-CAC-SEM_lg.com/hr/dizalica-topline-zrak-voda/lg-r290-monobloc_consideration_20250520-0001_sa_DIS_OTH_CPC_CLK_OTH,Shoppers,1214.5,1871274.0,38695.0
22719192229,Volkswagen PHEV Jun-Aug 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Compact Cars,773.64,3319372.0,38607.0
22693786294,HR_OTH_AC_HR_25_Q2_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250618-0005__CPC_CLK_google-ads_PRO,Shoppers,1447.29,2060290.0,38147.0
22779402381,Cupra Formentor Jul - Aug 2025 (DG) - CPC,Technology,734.39,2398948.0,37690.0
23240403490,Škoda 130 godina Nov - Dec 2025 (GDN) - CPC,Nova Škoda,2786.19,2186405.0,35688.0
22153504697,Energycom Jan - Feb 2025 (DN) - CPC,People not in audiences,2216.13,2462101.0,34741.0
23247973596,HR_OTH_WM_HR_25_Q4_WashTower-WM_WashTower-DG_lg.com/hr/lg-washtower_consideration_20251030-0003_google-ads_DIS_PRO_CPC_CLK_PRO,Home & Garden › Home Appliances,1174.34,1766060.0,34503.0
23196329174,Škoda Zupčasti remen Oct - Dec 2025 (DG) - CPC,Cars and Vehicles,1138.66,2167424.0,34113.0
22719192229,Volkswagen PHEV Jun-Aug 2025 (DG) - CPC,Technology,653.18,2208207.0,32170.0
22586352378,Cupra Formentor PHEV - May - Jun 2025 (DG) - CPC,Technology,770.94,1746076.0,28352.0
22689917264,HR_HE_TV_HR_25_Q2_OLED-QNED_DIS_consideration__OLED-QNED-TV-DG_https://www.lg.com/hr/oled-evo_20250613-0002__CPC_CLK_google-ads_OTH,Shoppers,987.6,1453285.0,27825.0
23048113569,HR_OTH_AC_HR_25_Q3_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250916-0003__CPC_CLK_google-ads_PRO,Shoppers,837.73,1965104.0,26576.0
23096285714,HR_HA_VC_HR_25_Q4_Usisavači-VCC_DIS_consideration__Usisavači-VCC-DG_lg.com/hr/usisavaci_20250525-0001__CPC_CLK_google-ads_PRO,Home & Garden › Home Furnishings,1352.82,1924460.0,26448.0
23141475096,Seat Gume Oct - Dec 2025 (DG) - CPC,Ljetne Gume - Custom segment 2025. ,951.79,2313764.0,26073.0
22364219038,Škoda Gume Mar - Apr 2025 (DG) - CPC,Cars and Vehicles,624.96,1659588.0,24483.0
23160958240,Volkswagen Gume Oct - Dec 2025 (DG) - CPC,Cars and Vehicles,871.52,2173599.0,23041.0
22360534505,Volkswagen Gume Mar - Apr 2025 (DG) - CPC,Cars and Vehicles,634.31,1442421.0,22528.0
22470193148,Škoda Elroq Apr - May 2025 (DG) - CPC,Food & Dining › Cooking Enthusiasts,645.21,1093886.0,22511.0
22391036373,Volkswagen Servisni paketi - Metlice Apr - May 2025 (DG) - CPC,Cars and Vehicles › Car Repair & Maintenance,700.93,1827575.0,21385.0
22296172251,Volkswagen AE Boost March 2025 (DG) - CPC,Cars and Vehicles,533.78,1356318.0,20933.0
22408558319,Volkswagen Transporter Apr-May 2025 (DN) - CPC,VW Transporter Custom Intent - competitors,1158.71,1088521.0,20814.0
22153504697,Energycom Jan - Feb 2025 (DN) - CPC,Solar Energy,1260.15,1414958.0,20441.0
23096352143,HR_HA_REF_HR_25_Q4_Hladnjaci-REF_DIS_consideration__Hladnjaci-DG_elipso.hr/prilika/lg-hladnjaci-akcija-rujan-2025/_20250926-0008__CPC_CLK_google-ads_PRO,Home & Garden › Home Furnishings,791.61,1185942.0,20311.0
22841776748,Škoda Superb PHEV August 2025 (DG) - CPC,Home & Garden › Home & Garden Services,838.78,1828401.0,20218.0
22414635975,Volkswagen Tayron - April/May 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts,623.37,1552396.0,20166.0
23096285714,HR_HA_VC_HR_25_Q4_Usisavači-VCC_DIS_consideration__Usisavači-VCC-DG_lg.com/hr/usisavaci_20250525-0001__CPC_CLK_google-ads_PRO,Home & Garden › Interior Design,956.18,1650130.0,19868.0
22397389919,Škoda Servisni paketi - Metlice Apr - May 2025 (DG) - CPC,Cars and Vehicles › Car Repair & Maintenance,607.18,1482295.0,19473.0
23096352143,HR_HA_REF_HR_25_Q4_Hladnjaci-REF_DIS_consideration__Hladnjaci-DG_elipso.hr/prilika/lg-hladnjaci-akcija-rujan-2025/_20250926-0008__CPC_CLK_google-ads_PRO,Home & Garden › Interior Design,767.28,1238118.0,19440.0
22693786294,HR_OTH_AC_HR_25_Q2_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250618-0005__CPC_CLK_google-ads_PRO,Technology,703.2,932140.0,18695.0
23155974167,Škoda Gume Oct - Dec 2025 (DG) - CPC,Cars and Vehicles,661.91,1829413.0,18564.0
23177785397,Seat Zupčasti remen Oct - Dec 2025 (DG) - CPC,SEAT Servisi Custom Intent - 2025.,612.48,1372751.0,17846.0
22418687457,Volkswagen Servisni paketi - Ulje Apr - May 2025 (DG) - CPC,Cars and Vehicles › Car Repair & Maintenance,629.37,1459510.0,17625.0
22693786294,HR_OTH_AC_HR_25_Q2_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250618-0005__CPC_CLK_google-ads_PRO,Technology › Technophiles,686.16,1036651.0,17372.0
22666305736,HR_OTH_HH_HR_25_Q2_Therma-V-CAC_Therma-V-DG-CAC-SEM_lg.com/hr/dizalica-topline-zrak-voda/lg-r290-monobloc_consideration_20250520-0001_sa_DIS_OTH_CPC_CLK_OTH,Technology,521.99,655936.0,16768.0
22153504697,Energycom Jan - Feb 2025 (DN) - CPC,solarni panel,1036.35,1288823.0,16741.0
22666305736,HR_OTH_HH_HR_25_Q2_Therma-V-CAC_Therma-V-DG-CAC-SEM_lg.com/hr/dizalica-topline-zrak-voda/lg-r290-monobloc_consideration_20250520-0001_sa_DIS_OTH_CPC_CLK_OTH,Technology › Technophiles,569.1,928235.0,16683.0
22425339566,Škoda Servisni paketi - Ulje Apr - May 2025 (DG) - CPC,Škoda Ulje - Custom Segment 2025.,525.29,1085465.0,16371.0
22425339566,Škoda Servisni paketi - Ulje Apr - May 2025 (DG) - CPC,Cars and Vehicles › Car Repair & Maintenance,514.02,1156968.0,16293.0
22306588951,Volkswagen AE Boost March 2025 (DN) - CPC,New Technology for Cars,1312.64,1844050.0,16256.0
22414635975,Volkswagen Tayron - April/May 2025 (DG) - CPC,VW Lookalike Crossover SUV,493.06,1252917.0,16090.0
23242081674,Volkswagen Akumulator Nov - Dec 2025 (DG) - CPC,Cars and Vehicles › Car Parts & Accessories,466.95,918456.0,15644.0
22841776748,Škoda Superb PHEV August 2025 (DG) - CPC,Sports & Fitness › Outdoor Recreational Equipment,647.89,1303074.0,15446.0
22418687457,Volkswagen Servisni paketi - Ulje Apr - May 2025 (DG) - CPC,VW Ulje/Servis Custom Segment,550.63,1415467.0,15431.0
22117372783,GDN-Cupra-Terramar_2025-traffic-13012025-31012025,Technology News and Trends,2009.57,2421878.0,14955.0
23096352143,HR_HA_REF_HR_25_Q4_Hladnjaci-REF_DIS_consideration__Hladnjaci-DG_elipso.hr/prilika/lg-hladnjaci-akcija-rujan-2025/_20250926-0008__CPC_CLK_google-ads_PRO,Shoppers,565.43,1126355.0,14725.0
22391036373,Volkswagen Servisni paketi - Metlice Apr - May 2025 (DG) - CPC,VW Metlice Custom Intent - 2025.,493.87,1198985.0,14716.0
23156738063,Volkswagen Metlice Oct - Dec 2025 (DG) - CPC,Cars and Vehicles › Car Repair & Maintenance,561.93,910794.0,14085.0
22397389919,Škoda Servisni paketi - Metlice Apr - May 2025 (DG) - CPC,Škoda Metlice Custom Intent - 2025. ,428.65,1043860.0,13951.0
23096352143,HR_HA_REF_HR_25_Q4_Hladnjaci-REF_DIS_consideration__Hladnjaci-DG_elipso.hr/prilika/lg-hladnjaci-akcija-rujan-2025/_20250926-0008__CPC_CLK_google-ads_PRO,Hladnjaci KW ,532.03,891158.0,13536.0
23048113569,HR_OTH_AC_HR_25_Q3_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250916-0003__CPC_CLK_google-ads_PRO,Technology › Technophiles,485.85,997399.0,13437.0
22719192229,Volkswagen PHEV Jun-Aug 2025 (DG) - CPC,Business Services › Business Technology,269.49,1298147.0,13255.0
22623704862,202506//Weisser Riese//Re-imagine Scent_Deo Fresh//Laundry Monster//video//Bumper,People not in audiences,11455.15,7431954.0,13180.0
22509740775,HR_OTH_AC_HR_25_Q2_Klime-Besplatna-Instalacija-DG-RAC_DIS_consideration_BRA_Klime-Besplatna-Instalacija-RAC-DG_lg.com/hr/besplatna-instalacija-klima-uredaja_20250422-0003__CPC_CLK_google-ads_PRO,Shoppers,392.26,925711.0,12830.0
22999073400,Volkswagen PHEV Sep - Oct 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Compact Cars,358.37,1248427.0,12738.0
22689917264,HR_HE_TV_HR_25_Q2_OLED-QNED_DIS_consideration__OLED-QNED-TV-DG_https://www.lg.com/hr/oled-evo_20250613-0002__CPC_CLK_google-ads_OTH,Technology › Technophiles,482.94,653494.0,12473.0
22999073400,Volkswagen PHEV Sep - Oct 2025 (DG) - CPC,Technology,341.34,1236756.0,11837.0
22779402381,Cupra Formentor Jul - Aug 2025 (DG) - CPC,Travel,234.69,704463.0,11687.0
22296172251,Volkswagen AE Boost March 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts,298.38,366927.0,11685.0
22364219038,Škoda Gume Mar - Apr 2025 (DG) - CPC,Škoda Gume,305.5,880870.0,11676.0
22371337385,Seat Gume Mar - Apr 2025 (DG) - CPC,Cars and Vehicles › Car Parts & Accessories,352.76,946970.0,11577.0
23160958240,Volkswagen Gume Oct - Dec 2025 (DG) - CPC,VW gume kw,452.45,1000890.0,11575.0
23167636230,HR_HE_TV_HR_25_Q4_OLED-DG_OLED-TV-DG_lg.com/hr/oled-tv_consideration_20251017-0005_google-ads_DIS_PRO_CPC_CLK_PRO,Home & Garden › Home Furnishings,596.17,1222991.0,11429.0
22779402381,Cupra Formentor Jul - Aug 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles,279.29,254140.0,11399.0
23048113569,HR_OTH_AC_HR_25_Q3_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250916-0003__CPC_CLK_google-ads_PRO,Klime KW,358.37,757612.0,11391.0
22666305736,HR_OTH_HH_HR_25_Q2_Therma-V-CAC_Therma-V-DG-CAC-SEM_lg.com/hr/dizalica-topline-zrak-voda/lg-r290-monobloc_consideration_20250520-0001_sa_DIS_OTH_CPC_CLK_OTH,Dizalice Topline KW,354.93,502510.0,11339.0
22117372783,GDN-Cupra-Terramar_2025-traffic-13012025-31012025,Technology News,1555.83,2083370.0,11209.0
23242272630,Škoda Akumulator Nov - Dec 2025 (DG) - CPC,Cars and Vehicles › Car Parts & Accessories,351.99,613289.0,11094.0
22689917264,HR_HE_TV_HR_25_Q2_OLED-QNED_DIS_consideration__OLED-QNED-TV-DG_https://www.lg.com/hr/oled-evo_20250613-0002__CPC_CLK_google-ads_OTH,Technology,392.87,510718.0,11002.0
23048113569,HR_OTH_AC_HR_25_Q3_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250916-0003__CPC_CLK_google-ads_PRO,Technology,344.82,663292.0,10947.0
22719192229,Volkswagen PHEV Jun-Aug 2025 (DG) - CPC,News & Politics › Avid News Readers › Avid Business News Readers,229.82,764575.0,10631.0
22379011626,Seat Metlice Apr - May 2025 (DG) - CPC,Cars and Vehicles › Car Repair & Maintenance,298.84,722196.0,10363.0
23242081674,Volkswagen Akumulator Nov - Dec 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts › Performance & Luxury Vehicle Enthusiasts,301.94,625244.0,10362.0
22371337385,Seat Gume Mar - Apr 2025 (DG) - CPC,Ljetne Gume - Custom segment 2025. ,313.16,704028.0,10298.0
22408558319,Volkswagen Transporter Apr-May 2025 (DN) - CPC,VW Transporter Custom Intent - generic,581.92,777340.0,10150.0
23231650544,Seat Akumulator Nov - Dec 2025 (DG) - CPC,Cars and Vehicles,292.39,879412.0,10023.0
22553033214,Škoda Superb May-Jun 2025 (DG) - CPC,Home & Garden › Home & Garden Services,334.7,682842.0,9764.0
22719192229,Volkswagen PHEV Jun-Aug 2025 (DG) - CPC,Business & Industrial Products,198.79,838900.0,9739.0
23096285714,HR_HA_VC_HR_25_Q4_Usisavači-VCC_DIS_consideration__Usisavači-VCC-DG_lg.com/hr/usisavaci_20250525-0001__CPC_CLK_google-ads_PRO,Shoppers,415.78,738792.0,9672.0
22586352378,Cupra Formentor PHEV - May - Jun 2025 (DG) - CPC,Travel,259.09,496636.0,9655.0
22470193148,Škoda Elroq Apr - May 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Luxury Vehicles,279.53,657014.0,9608.0
22779402381,Cupra Formentor Jul - Aug 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts,194.23,724954.0,9571.0
22360534505,Volkswagen Gume Mar - Apr 2025 (DG) - CPC,VW gume kw,271.56,675835.0,9566.0
23200358572,Volkswagen Zupčasti remen Oct - Dec 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts,336.12,387566.0,9388.0
22779402381,Cupra Formentor Jul - Aug 2025 (DG) - CPC,Lookalike - Cupra,186.6,497970.0,9184.0
23242081674,Volkswagen Akumulator Nov - Dec 2025 (DG) - CPC,VW Akumulator,276.49,552172.0,9167.0
23156094650,Škoda Metlice Oct - Dec 2025 (DG) - CPC,Cars and Vehicles › Car Repair & Maintenance,330.69,433131.0,9069.0
22689917264,HR_HE_TV_HR_25_Q2_OLED-QNED_DIS_consideration__OLED-QNED-TV-DG_https://www.lg.com/hr/oled-evo_20250613-0002__CPC_CLK_google-ads_OTH,Consumer Electronics › Televisions,350.06,348536.0,8987.0
23160958240,Volkswagen Gume Oct - Dec 2025 (DG) - CPC,Lifestyles & Hobbies,346.29,809636.0,8973.0
23151051484,Seat Metlice Oct - Dec 2025 (DG) - CPC,Cars and Vehicles,337.79,513417.0,8941.0
22379063754,Seat Ulje Apr - May 2025 (DG) - CPC,SEAT Servisi Custom Intent - 2025.,263.22,612052.0,8775.0
22841776748,Škoda Superb PHEV August 2025 (DG) - CPC,Škoda Superb Custom segment,355.11,816536.0,8731.0
23200358572,Volkswagen Zupčasti remen Oct - Dec 2025 (DG) - CPC,Cars and Vehicles › Car Repair & Maintenance,337.69,178641.0,8566.0
22836207357,Škoda Kodiaq PHEV August 2025 (DG) - CPC,Baby & Children's Products,344.96,555948.0,8400.0
23160958240,Volkswagen Gume Oct - Dec 2025 (DG) - CPC,Tires,370.13,402717.0,8358.0
23155974167,Škoda Gume Oct - Dec 2025 (DG) - CPC,Škoda Gume,300.95,836129.0,8343.0
23247973596,HR_OTH_WM_HR_25_Q4_WashTower-WM_WashTower-DG_lg.com/hr/lg-washtower_consideration_20251030-0003_google-ads_DIS_PRO_CPC_CLK_PRO,Shoppers,280.55,683808.0,8265.0
23096352143,HR_HA_REF_HR_25_Q4_Hladnjaci-REF_DIS_consideration__Hladnjaci-DG_elipso.hr/prilika/lg-hladnjaci-akcija-rujan-2025/_20250926-0008__CPC_CLK_google-ads_PRO,Technology › Technophiles,313.98,763330.0,8240.0
22693786294,HR_OTH_AC_HR_25_Q2_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250618-0005__CPC_CLK_google-ads_PRO,Home & Garden › Home Appliances › Climate Control & Air Quality › Air Conditioners,361.04,146130.0,8177.0
22470193148,Škoda Elroq Apr - May 2025 (DG) - CPC,Technology › Technophiles,231.35,495324.0,8149.0
23177785397,Seat Zupčasti remen Oct - Dec 2025 (DG) - CPC,Cars and Vehicles › Car Parts & Accessories,326.75,595900.0,8144.0
22379063754,Seat Ulje Apr - May 2025 (DG) - CPC,Cars and Vehicles › Car Repair & Maintenance,239.27,613964.0,8063.0
23048113569,HR_OTH_AC_HR_25_Q3_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250916-0003__CPC_CLK_google-ads_PRO,Home & Garden › Home Appliances › Climate Control & Air Quality › Air Conditioners,326.99,127463.0,8054.0
23242272630,Škoda Akumulator Nov - Dec 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts,236.49,537432.0,8017.0
22306588951,Volkswagen AE Boost March 2025 (DN) - CPC,New Cars,541.87,492468.0,7927.0
22586352378,Cupra Formentor PHEV - May - Jun 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts,213.29,531127.0,7769.0
23177785397,Seat Zupčasti remen Oct - Dec 2025 (DG) - CPC,Cars and Vehicles,291.54,515010.0,7613.0
22562758033,Škoda Kodiaq May-Jun 2025 (DG) - CPC,Technology,256.63,431532.0,7476.0
23231650544,Seat Akumulator Nov - Dec 2025 (DG) - CPC,SEAT Aumulator,218.1,595626.0,7431.0
22841776748,Škoda Superb PHEV August 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Luxury Vehicles,295.3,710367.0,7352.0
23200358572,Volkswagen Zupčasti remen Oct - Dec 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts › Performance & Luxury Vehicle Enthusiasts,250.58,483350.0,7324.0
22470193148,Škoda Elroq Apr - May 2025 (DG) - CPC,Škoda Elroq Lookalike,220.02,523010.0,7305.0
22519678747,HR_OTH_AC_HR_25_Q2_Klime-Besplatna-Instalacija-GDN-RAC_DIS_consideration_BRA_Klime-Besplatna-Instalacija-RAC-GDN_lg.com/hr/besplatna-instalacija-klima-uredaja_20250422-0003__CPC_CLK_gdn_PRO,Air Conditioners,543.22,370264.0,7092.0
23167636230,HR_HE_TV_HR_25_Q4_OLED-DG_OLED-TV-DG_lg.com/hr/oled-tv_consideration_20251017-0005_google-ads_DIS_PRO_CPC_CLK_PRO,Home & Garden › Interior Design,374.43,902028.0,7054.0
22719192229,Volkswagen PHEV Jun-Aug 2025 (DG) - CPC,Tyrone Custom Segment,123.61,566323.0,7032.0
22379011626,Seat Metlice Apr - May 2025 (DG) - CPC,SEAT Brisači Custom intent 2025,202.96,464895.0,6903.0
23156738063,Volkswagen Metlice Oct - Dec 2025 (DG) - CPC,VW Metlice Custom Intent - 2025.,266.28,634953.0,6879.0
23196329174,Škoda Zupčasti remen Oct - Dec 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts,236.57,284266.0,6860.0
23200358572,Volkswagen Zupčasti remen Oct - Dec 2025 (DG) - CPC,Vehicles & Transportation,244.14,178832.0,6751.0
22509740775,HR_OTH_AC_HR_25_Q2_Klime-Besplatna-Instalacija-DG-RAC_DIS_consideration_BRA_Klime-Besplatna-Instalacija-RAC-DG_lg.com/hr/besplatna-instalacija-klima-uredaja_20250422-0003__CPC_CLK_google-ads_PRO,Technology › Technophiles,255.81,327753.0,6739.0
22562758033,Škoda Kodiaq May-Jun 2025 (DG) - CPC,Baby & Children's Products,232.2,420146.0,6652.0
22779402381,Cupra Formentor Jul - Aug 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (New),161.78,317565.0,6583.0
22509740775,HR_OTH_AC_HR_25_Q2_Klime-Besplatna-Instalacija-DG-RAC_DIS_consideration_BRA_Klime-Besplatna-Instalacija-RAC-DG_lg.com/hr/besplatna-instalacija-klima-uredaja_20250422-0003__CPC_CLK_google-ads_PRO,Klime KW,198.33,440923.0,6456.0
23200358572,Volkswagen Zupčasti remen Oct - Dec 2025 (DG) - CPC,Zupčasti remen - 2025,217.11,442975.0,6410.0
23242081674,Volkswagen Akumulator Nov - Dec 2025 (DG) - CPC,Cars and Vehicles › Car Repair & Maintenance,177.48,400372.0,6247.0
23242081674,Volkswagen Akumulator Nov - Dec 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts,178.82,317676.0,6074.0
22562758033,Škoda Kodiaq May-Jun 2025 (DG) - CPC,Business Services › Business Technology,207.56,439335.0,6014.0
22360534505,Volkswagen Gume Mar - Apr 2025 (DG) - CPC,Lifestyles & Hobbies,173.82,381573.0,5940.0
22306588951,Volkswagen AE Boost March 2025 (DN) - CPC,Car Deals,407.19,401844.0,5920.0
22536061637,Cupra Formentor PHEV II - May 2025 (DG) - CPC,Cupra Formetor Custom segment,175.56,310214.0,5893.0
22719192229,Volkswagen PHEV Jun-Aug 2025 (DG) - CPC,Lifestyles & Hobbies › Family-Focused,115.12,442700.0,5829.0
22999073400,Volkswagen PHEV Sep - Oct 2025 (DG) - CPC,Business Services › Business Technology,159.7,683213.0,5810.0
22519678747,HR_OTH_AC_HR_25_Q2_Klime-Besplatna-Instalacija-GDN-RAC_DIS_consideration_BRA_Klime-Besplatna-Instalacija-RAC-GDN_lg.com/hr/besplatna-instalacija-klima-uredaja_20250422-0003__CPC_CLK_gdn_PRO,Cooling Systems,435.45,274840.0,5779.0
22836207357,Škoda Kodiaq PHEV August 2025 (DG) - CPC,Business Services › Business Technology,212.75,521802.0,5466.0
22623626124,202506//Weisser Riese//Re-imagine Scent_Deo Fresh//Laundry Monster//video//Trueview,People not in audiences,14402.15,6352423.0,5352.0
23096352143,HR_HA_REF_HR_25_Q4_Hladnjaci-REF_DIS_consideration__Hladnjaci-DG_elipso.hr/prilika/lg-hladnjaci-akcija-rujan-2025/_20250926-0008__CPC_CLK_google-ads_PRO,Home & Garden › Home & Garden Services,212.05,371876.0,5350.0
22719192229,Volkswagen PHEV Jun-Aug 2025 (DG) - CPC,Financial Services › Investment Services,114.36,410757.0,5336.0
22841776748,Škoda Superb PHEV August 2025 (DG) - CPC,Business Services › Business Technology,222.8,505076.0,5323.0
23242272630,Škoda Akumulator Nov - Dec 2025 (DG) - CPC,Škoda Akumulator 2025,158.97,367590.0,5320.0
22841776748,Škoda Superb PHEV August 2025 (DG) - CPC,Technology,206.49,395889.0,5208.0
23096285714,HR_HA_VC_HR_25_Q4_Usisavači-VCC_DIS_consideration__Usisavači-VCC-DG_lg.com/hr/usisavaci_20250525-0001__CPC_CLK_google-ads_PRO,Home & Garden › Home & Garden Services,254.6,422978.0,5175.0
22693786294,HR_OTH_AC_HR_25_Q2_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250618-0005__CPC_CLK_google-ads_PRO,Dizalice Topline KW,182.89,270386.0,5137.0
23196329174,Škoda Zupčasti remen Oct - Dec 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts › Performance & Luxury Vehicle Enthusiasts,168.01,322385.0,5033.0
22470193148,Škoda Elroq Apr - May 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts,147.11,205089.0,4987.0
23196329174,Škoda Zupčasti remen Oct - Dec 2025 (DG) - CPC,Vehicles & Transportation,171.24,142553.0,4950.0
22553033214,Škoda Superb May-Jun 2025 (DG) - CPC,Technology,157.94,258028.0,4927.0
23141475096,Seat Gume Oct - Dec 2025 (DG) - CPC,Cars and Vehicles › Car Parts & Accessories › Wheels & Tyres,215.7,16433.0,4910.0
22153504697,Energycom Jan - Feb 2025 (DN) - CPC,Home & Garden › Home Appliances › Climate Control & Air Quality,287.11,375561.0,4907.0
23048113569,HR_OTH_AC_HR_25_Q3_Klime-DG-RAC_DIS_consideration_BRA_Klime-RAC-DG_lg.com/hr/klima-uredaji_20250916-0003__CPC_CLK_google-ads_PRO,Home-ownership Status › Homeowners,178.77,380257.0,4901.0
22360534505,Volkswagen Gume Mar - Apr 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles by Brand › Volkswagen,170.14,7571.0,4888.0
22414635975,Volkswagen Tayron - April/May 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles (New),152.14,358363.0,4885.0
22509740775,HR_OTH_AC_HR_25_Q2_Klime-Besplatna-Instalacija-DG-RAC_DIS_consideration_BRA_Klime-Besplatna-Instalacija-RAC-DG_lg.com/hr/besplatna-instalacija-klima-uredaja_20250422-0003__CPC_CLK_google-ads_PRO,Technology,146.37,280134.0,4884.0
22364219038,Škoda Gume Mar - Apr 2025 (DG) - CPC,Vehicles & Transportation › Car Enthusiasts,135.94,244652.0,4806.0
22117372783,GDN-Cupra-Terramar_2025-traffic-13012025-31012025,New Technology for Cars,640.2,892727.0,4786.0
22553033214,Škoda Superb May-Jun 2025 (DG) - CPC,Sports & Fitness › Outdoor Recreational Equipment,161.34,348115.0,4752.0
22719192229,Volkswagen PHEV Jun-Aug 2025 (DG) - CPC,Cars and Vehicles › Motor Vehicles › Motor Vehicles by Brand › Volkswagen,110.63,33800.0,4690.0
