Window_Start,Window_End,Account_ID,Account_Name,Campaign_ID,Campaign,Brand,Type,Target,Bid_Strategy,Cost,Impressions,Reach,Avg_Frequency
2025-04-09,2025-07-08,843-228-4976,Barilla_Grancereale_YouTube_EUR_OMDHR,22222166343,LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,2228.698485,1250080,490976,2.933595532
2025-04-16,2025-07-15,843-228-4976,Barilla_Grancereale_YouTube_EUR_OMDHR,22222166343,LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,2028.554607,1104673,465330,2.731753809
2025-04-23,2025-07-22,843-228-4976,Barilla_Grancereale_YouTube_EUR_OMDHR,22222166343,LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,1828.639779,972938,435464,2.565240755
2025-04-30,2025-07-29,843-228-4976,Barilla_Grancereale_YouTube_EUR_OMDHR,22222166343,LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,1628.599838,849938,404872,2.39894584
2025-05-07,2025-08-05,843-228-4976,Barilla_Grancereale_YouTube_EUR_OMDHR,22222166343,LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,1514.364008,778525,389235,2.277780775
2025-05-14,2025-08-12,843-228-4976,Barilla_Grancereale_YouTube_EUR_OMDHR,22222166343,LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,1314.221831,627166,347992,2.02525058
2025-05-21,2025-08-19,843-228-4976,Barilla_Grancereale_YouTube_EUR_OMDHR,22222166343,LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,1114.218389,500713,309930,1.788678089
2025-05-28,2025-08-26,843-228-4976,Barilla_Grancereale_YouTube_EUR_OMDHR,22222166343,LOC_HRV_HR_GRA_GRAC_NA_Always-on-CPU-2025_AO_NA_2025-02-17_2025-11-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,914.211187,376600,260590,1.572424115
2025-01-01,2025-04-01,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22241443084,LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,5998.852872,3407382,883904,4.290761214
2025-01-01,2025-04-01,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,4199.542415,2182826,689459,3.531534145
2025-01-08,2025-04-08,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22241443084,LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,5998.852872,3407382,883904,4.290761214
2025-01-08,2025-04-08,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,5843.076101,2998833,803469,4.158063348
2025-01-15,2025-04-15,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22241443084,LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,5998.852872,3407382,883904,4.290761214
2025-01-15,2025-04-15,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,7497.810317,3758450,884260,4.73809513
2025-01-22,2025-04-22,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22241443084,LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,5998.852872,3407382,883904,4.290761214
2025-01-22,2025-04-22,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,7497.810317,3758450,884260,4.73809513
2025-01-29,2025-04-29,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22241443084,LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,5998.852872,3407382,883904,4.290761214
2025-01-29,2025-04-29,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,7497.810317,3758450,884260,4.73809513
2025-02-05,2025-05-06,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22241443084,LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,5998.852872,3407382,883904,4.290761214
2025-02-05,2025-05-06,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,7497.810317,3758450,884260,4.73809513
2025-02-12,2025-05-13,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22241443084,LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,5998.852872,3407382,883904,4.290761214
2025-02-12,2025-05-13,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,7497.810317,3758450,884260,4.73809513
2025-02-19,2025-05-20,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22241443084,LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,5177.013184,2866492,827781,3.847478983
2025-02-19,2025-05-20,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,7497.810317,3758450,884260,4.73809513
2025-02-26,2025-05-27,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22241443084,LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3740.084904,2087550,701494,3.317660593
2025-02-26,2025-05-27,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,7497.810317,3758450,884260,4.73809513
2025-03-05,2025-06-03,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22241443084,LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,2292.223791,1306629,506190,2.907036883
2025-03-05,2025-06-03,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,7497.810317,3758450,881914,4.751684405
2025-03-12,2025-06-10,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22241443084,LOC_HRV_HR_MUL_PANB_NA_Pan-Bauletto_PR_NA_2025-02-15_2025-03-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,839.349346,488989,222907,2.522325454
2025-03-12,2025-06-10,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,7497.810317,3758450,881914,4.751684405
2025-03-19,2025-06-17,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,6566.254361,3223082,841945,4.255039225
2025-03-26,2025-06-24,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,4931.795293,2411770,740539,3.620750561
2025-04-02,2025-07-01,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3298.267902,1575624,594109,2.953754277
2025-04-09,2025-07-08,299-683-3501,Barilla_Mulino Bianco_Youtube_EUR_OMDHR,22339069891,LOC_HRV_HR_MUL_BAIO_NA_Baiocchi_PR_NA_2025-03-15_2025-04-15_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,1654.734216,759617,403211,2.105180662
2025-01-01,2025-04-01,460-152-0813,Barilla_Youtube_EUR_OMDHR,22183805418,LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview,Barilla,YouTube In-Stream,65+ | All,tCPV,2403.301752,1639680,440771,4.393964213
2025-01-01,2025-04-01,460-152-0813,Barilla_Youtube_EUR_OMDHR,22306320697,LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3802.422841,1831520,664048,3.024639785
2025-01-01,2025-04-01,460-152-0813,Barilla_Youtube_EUR_OMDHR,22309984514,LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,2139.342153,1050924,483816,2.423630058
2025-01-08,2025-04-08,460-152-0813,Barilla_Youtube_EUR_OMDHR,22183805418,LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview,Barilla,YouTube In-Stream,65+ | All,tCPV,2687.604726,1847755,471489,4.614563648
2025-01-08,2025-04-08,460-152-0813,Barilla_Youtube_EUR_OMDHR,22306320697,LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3802.422841,1831520,664048,3.024639785
2025-01-08,2025-04-08,460-152-0813,Barilla_Youtube_EUR_OMDHR,22309984514,LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3012.890838,1490684,581853,2.854267315
2025-01-15,2025-04-15,460-152-0813,Barilla_Youtube_EUR_OMDHR,22183805418,LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview,Barilla,YouTube In-Stream,65+ | All,tCPV,2967.082295,2033391,496172,4.815684883
2025-01-15,2025-04-15,460-152-0813,Barilla_Youtube_EUR_OMDHR,22306320697,LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3802.422841,1831520,664048,3.024639785
2025-01-15,2025-04-15,460-152-0813,Barilla_Youtube_EUR_OMDHR,22309984514,LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3621.087521,1763322,629427,3.124772213
2025-01-22,2025-04-22,460-152-0813,Barilla_Youtube_EUR_OMDHR,22183805418,LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview,Barilla,YouTube In-Stream,65+ | All,tCPV,3241.364884,2203363,519616,4.975812908
2025-01-22,2025-04-22,460-152-0813,Barilla_Youtube_EUR_OMDHR,22306320697,LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3802.422841,1831520,664048,3.024639785
2025-01-22,2025-04-22,460-152-0813,Barilla_Youtube_EUR_OMDHR,22309984514,LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3621.087521,1763322,629427,3.124772213
2025-01-29,2025-04-29,460-152-0813,Barilla_Youtube_EUR_OMDHR,22183805418,LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview,Barilla,YouTube In-Stream,65+ | All,tCPV,3509.132515,2352255,542448,5.08942424
2025-01-29,2025-04-29,460-152-0813,Barilla_Youtube_EUR_OMDHR,22306320697,LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3802.422841,1831520,664048,3.024639785
2025-01-29,2025-04-29,460-152-0813,Barilla_Youtube_EUR_OMDHR,22309984514,LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3621.087521,1763322,629427,3.124772213
2025-02-05,2025-05-06,460-152-0813,Barilla_Youtube_EUR_OMDHR,22183805418,LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview,Barilla,YouTube In-Stream,65+ | All,tCPV,3681.60347,2467679,561856,5.163531225
2025-02-05,2025-05-06,460-152-0813,Barilla_Youtube_EUR_OMDHR,22306320697,LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3802.422841,1831520,664048,3.024639785
2025-02-05,2025-05-06,460-152-0813,Barilla_Youtube_EUR_OMDHR,22309984514,LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3621.087521,1763322,629427,3.124772213
2025-02-12,2025-05-13,460-152-0813,Barilla_Youtube_EUR_OMDHR,22183805418,LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview,Barilla,YouTube In-Stream,65+ | All,tCPV,3630.266262,2465878,565525,5.11817161
2025-02-12,2025-05-13,460-152-0813,Barilla_Youtube_EUR_OMDHR,22306320697,LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3802.422841,1831520,664048,3.024639785
2025-02-12,2025-05-13,460-152-0813,Barilla_Youtube_EUR_OMDHR,22309984514,LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3621.087521,1763322,629427,3.124772213
2025-02-19,2025-05-20,460-152-0813,Barilla_Youtube_EUR_OMDHR,22183805418,LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview,Barilla,YouTube In-Stream,65+ | All,tCPV,3578.93115,2389212,561236,4.986292754
2025-02-19,2025-05-20,460-152-0813,Barilla_Youtube_EUR_OMDHR,22306320697,LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3802.422841,1831520,664048,3.024639785
2025-02-19,2025-05-20,460-152-0813,Barilla_Youtube_EUR_OMDHR,22309984514,LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3621.087521,1763322,629427,3.124772213
2025-02-26,2025-05-27,460-152-0813,Barilla_Youtube_EUR_OMDHR,22183805418,LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview,Barilla,YouTube In-Stream,65+ | All,tCPV,3532.916267,2329501,559971,4.86471978
2025-02-26,2025-05-27,460-152-0813,Barilla_Youtube_EUR_OMDHR,22306320697,LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3802.422841,1831520,664048,3.024639785
2025-02-26,2025-05-27,460-152-0813,Barilla_Youtube_EUR_OMDHR,22309984514,LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3621.087521,1763322,629427,3.124772213
2025-03-05,2025-06-03,460-152-0813,Barilla_Youtube_EUR_OMDHR,22183805418,LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview,Barilla,YouTube In-Stream,65+ | All,tCPV,3498.986544,2282399,554773,4.808482028
2025-03-05,2025-06-03,460-152-0813,Barilla_Youtube_EUR_OMDHR,22306320697,LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3802.422841,1831520,666553,3.013344775
2025-03-05,2025-06-03,460-152-0813,Barilla_Youtube_EUR_OMDHR,22309984514,LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA,Barilla,YouTube In-Stream,65+ | All,tCPV,3621.087521,1763322,626438,3.140290021
2025-03-12,2025-06-10,460-152-0813,Barilla_Youtube_EUR_OMDHR,22183805418,LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview,Barilla,YouTube In-Stream,65+ | All,tCPV,3511.381673,2263407,561700,4.694306569
